level 5
#{{l|ja|大工}}, {{l|ja|だいく}} -carpenter
#{{l|ja|体系}}, {{l|ja|たいけい}} -system,organization
#{{l|ja|太鼓}}, {{l|ja|たいこ}} -drum,tambourine
#{{l|ja|対策}}, {{l|ja|たいさく}} -counter-plan,counter-measure
#{{l|ja|大して}}, {{l|ja|たいして}} -(not so) much,(not) very
#{{l|ja|対照}}, {{l|ja|たいしょう}} -contrast,antithesis,comparison
#{{l|ja|大小}}, {{l|ja|だいしょう}} -size
#{{l|ja|体制}}, {{l|ja|たいせい}} -order,system,structure,set-up,organization
#{{l|ja|体積}}, {{l|ja|たいせき}} -capacity,volume
#{{l|ja|大層}}, {{l|ja|たいそう}} -very much,exaggerated,very fine
#{{l|ja|体操}}, {{l|ja|たいそう}} -gymnastics,physical exercises,calisthenics
#{{l|ja|大分}}, {{l|ja|だいぶん}} -considerably,greatly,a lot
#{{l|ja|大木}}, {{l|ja|たいぼく}} -large tree
#{{l|ja|題名}}, {{l|ja|だいめい}} -title
#{{l|ja|代名詞}}, {{l|ja|だいめいし}} -pronoun
#{{l|ja|タイア}} -tire,tyre
#{{l|ja|ダイヤグラム}} -diagram
#{{l|ja|ダイヤモンド}} -diamond
#{{l|ja|ダイヤル}} -dial
#{{l|ja|対立}}, {{l|ja|たいりつ}} -confrontation,opposition,antagonism
#{{l|ja|田植え}}, {{l|ja|たうえ}} -rice planting
#{{l|ja|絶えず}}, {{l|ja|たえず}} -constantly
#{{l|ja|楕円}}, {{l|ja|だえん}} -ellipse
#{{l|ja|高める}}, {{l|ja|たかめる}} -to raise,to lift,to boost
#{{l|ja|耕す}}, {{l|ja|たがやす}} -to till,to plow,to cultivate
#{{l|ja|滝}}, {{l|ja|たき}} -waterfall
#{{l|ja|炊く}}, {{l|ja|たく}} -to boil,to cook
#{{l|ja|焚く}}, {{l|ja|たく}} -to burn,to kindle,to build a fire
#{{l|ja|蓄える}}, {{l|ja|たくわえる}} -to store,to lay in stock
#{{l|ja|竹}}, {{l|ja|たけ}} -bamboo,middle (of a three-tier ranking system)
#{{l|ja|助かる}}, {{l|ja|たすかる}} -to be saved,to be rescued,to survive,to be helpful
#{{l|ja|只}}, {{l|ja|ただ}} -free of charge,mere,sole,only,usual,common
#{{l|ja|但し}}, {{l|ja|ただし}} -but,however,provided that
#{{l|ja|畳む}}, {{l|ja|たたむ}} -to fold (clothes)
#{{l|ja|立ち止まる}}, {{l|ja|たちどまる}} -to stop,to halt,to stand still
#{{l|ja|たちまち}} -at once,in a moment,suddenly,all at once
#{{l|ja|建つ}}, {{l|ja|たつ}} -to erect,to be erected,to be built
#{{l|ja|発つ}}, {{l|ja|たつ}} -to depart (on a plane, train, etc.)
#{{l|ja|脱線}}, {{l|ja|だっせん}} -derailment,digression
#{{l|ja|妥当}}, {{l|ja|だとう}} -valid,proper,right,appropriate
#{{l|ja|例える}}, {{l|ja|たとえる}} -to compare,to liken,to speak figuratively,to illustrate,to use a simile
#{{l|ja|頼もしい}}, {{l|ja|たのもしい}} -reliable,trustworthy,hopeful,promising
#{{l|ja|足袋}}, {{l|ja|たび}} -tabi,Japanese socks (with split toe)
#{{l|ja|ダブル}} -double
#{{l|ja|だます}} -to trick,to cheat,to deceive
#{{l|ja|溜まる}}, {{l|ja|たまる}} -to collect,to gather,to save
#{{l|ja|ダム}} -dumb
#{{l|ja|溜息}}, {{l|ja|ためいき}} -a sigh
#{{l|ja|ためらう}} -to hesitate
#{{l|ja|溜める}}, {{l|ja|ためる}} -to amass,to accumulate
#{{l|ja|だらしない}} -slovenly,loose,a slut
#{{l|ja|足る}}, {{l|ja|たる}} -to be sufficient,to be enough
#{{l|ja|段階}}, {{l|ja|だんかい}} -gradation,grade,stage
#{{l|ja|短期}}, {{l|ja|たんき}} -short term
#{{l|ja|炭鉱}}, {{l|ja|たんこう}} -coal mine,coal pit
#{{l|ja|短所}}, {{l|ja|たんしょ}} -(1) defect,demerit,weak point,(2) disadvantage
#{{l|ja|たんす}} -chest of drawers
#{{l|ja|淡水}}, {{l|ja|たんすい}} -fresh water
#{{l|ja|断水}}, {{l|ja|だんすい}} -water outage
#{{l|ja|単数}}, {{l|ja|たんすう}} -singular (number)
#{{l|ja|団地}}, {{l|ja|だんち}} -multi-unit apartments
#{{l|ja|断定}}, {{l|ja|だんてい}} -conclusion,decision
#{{l|ja|短編}}, {{l|ja|たんぺん}} -short (e.g. story, film)
#{{l|ja|誓う}}, {{l|ja|ちかう}} -to swear,to vow,to take an oath,to pledge
#{{l|ja|地下水}}, {{l|ja|ちかすい}} -underground water
#{{l|ja|近々}}, {{l|ja|ちかぢか}} -nearness,before long
#{{l|ja|近付ける}}, {{l|ja|ちかづける}} -to bring near,to put close,to let come near,to associate with
#{{l|ja|近寄る}}, {{l|ja|ちかよる}} -to approach,to draw near
#{{l|ja|力強い}}, {{l|ja|ちからづよい}} -reassuring,emboldened
#{{l|ja|ちぎる}} -to cut up fine,to pick (fruit)
#{{l|ja|地質}}, {{l|ja|ちしつ}} -geological features
#{{l|ja|知人}}, {{l|ja|ちじん}} -friend,acquaintance
#{{l|ja|地帯}}, {{l|ja|ちたい}} -area,zone
#{{l|ja|縮む}}, {{l|ja|ちぢむ}} -to shrink,to be contracted
#{{l|ja|縮める}}, {{l|ja|ちぢめる}} -to shorten,to reduce,to boil down,to shrink
#{{l|ja|縮れる}}, {{l|ja|ちぢれる}} -to be wavy,to be curled
#{{l|ja|チップ}} -(1) gratuity,tip,(2) chip
#{{l|ja|地点}}, {{l|ja|ちてん}} -site,point on a map
#{{l|ja|地名}}, {{l|ja|ちめい}} -place name
#{{l|ja|茶色い}}, {{l|ja|ちゃいろい}} -
#{{l|ja|着々}}, {{l|ja|ちゃくちゃく}} -steadily
#{{l|ja|茶碗}}, {{l|ja|ちゃわん}} -rice bowl,tea cup,teacup
#{{l|ja|中間}}, {{l|ja|ちゅうかん}} -middle,midway,interim
#{{l|ja|中旬}}, {{l|ja|ちゅうじゅん}} -second third of a month
#{{l|ja|抽象}}, {{l|ja|ちゅうしょう}} -abstract
#{{l|ja|中世}}, {{l|ja|ちゅうせい}} -Middle Ages,mediaeval times
#{{l|ja|中性}}, {{l|ja|ちゅうせい}} -neuter gender,neutral (chem.),indifference,sterility
#{{l|ja|中途}}, {{l|ja|ちゅうと}} -in the middle,half-way
#{{l|ja|中年}}, {{l|ja|ちゅうねん}} -middle-aged
#{{l|ja|超過}}, {{l|ja|ちょうか}} -excess,being more than
#{{l|ja|彫刻}}, {{l|ja|ちょうこく}} -carving,engraving,sculpture
#{{l|ja|長所}}, {{l|ja|ちょうしょ}} -(1) strong point,merit,(2) advantage
#{{l|ja|長女}}, {{l|ja|ちょうじょ}} -eldest daughter
#{{l|ja|調整}}, {{l|ja|ちょうせい}} -regulation,adjustment,tuning
#{{l|ja|調節}}, {{l|ja|ちょうせつ}} -regulation,adjustment,control
#{{l|ja|長短}}, {{l|ja|ちょうたん}} -length,long and short,+-
#{{l|ja|頂点}}, {{l|ja|ちょうてん}} -top,summit
#{{l|ja|長男}}, {{l|ja|ちょうなん}} -eldest son
#{{l|ja|長方形}}, {{l|ja|ちょうほうけい}} -rectangle,oblong
#{{l|ja|調味料}}, {{l|ja|ちょうみりょう}} -condiment,seasoning
#{{l|ja|チョーク}} -chock,chalk
#{{l|ja|直後}}, {{l|ja|ちょくご}} -immediately following
#{{l|ja|直線}}, {{l|ja|ちょくせん}} -straight line
#{{l|ja|直前}}, {{l|ja|ちょくぜん}} -just before
#{{l|ja|直通}}, {{l|ja|ちょくつう}} -direct communication
#{{l|ja|直流}}, {{l|ja|ちょくりゅう}} -direct current
#{{l|ja|貯蔵}}, {{l|ja|ちょぞう}} -storage,preservation
#{{l|ja|直角}}, {{l|ja|ちょっかく}} -right angle
#{{l|ja|直径}}, {{l|ja|ちょっけい}} -diameter
#{{l|ja|散らかす}}, {{l|ja|ちらかす}} -to scatter around,to leave untidy
#{{l|ja|散らかる}}, {{l|ja|ちらかる}} -to be in disorder,to lie scattered around
#{{l|ja|散らす}}, {{l|ja|ちらす}} -to scatter,to disperse,to distribute
#{{l|ja|塵紙}}, {{l|ja|ちりがみ}} -tissue paper,toilet paper
#{{l|ja|散る}}, {{l|ja|ちる}} -to fall,to scatter (e.g. blossoms)
#{{l|ja|追加}}, {{l|ja|ついか}} -addition,supplement,appendix
#{{l|ja|ついで}} -opportunity,occasion
#{{l|ja|通貨}}, {{l|ja|つうか}} -currency
#{{l|ja|通勤}}, {{l|ja|つうきん}} -commuting to work
#{{l|ja|通ずる}}, {{l|ja|つうずる}} -
#{{l|ja|通知}}, {{l|ja|つうち}} -notice,notification
#{{l|ja|通帳}}, {{l|ja|つうちょう}} -passbook
#{{l|ja|通訳}}, {{l|ja|つうやく}} -interpretation
#{{l|ja|通用}}, {{l|ja|つうよう}} -popular use,circulation
#{{l|ja|通路}}, {{l|ja|つうろ}} -passage,pathway
#{{l|ja|付合う}}, {{l|ja|つきあう}} -to associate with,to keep company with,to get on with
#{{l|ja|突き当たり}}, {{l|ja|つきあたり}} -end (e.g. of street)
#{{l|ja|突き当たる}}, {{l|ja|つきあたる}} -to run into,to collide with
#{{l|ja|月日}}, {{l|ja|つきひ}} -time,years,days
#{{l|ja|点く}}, {{l|ja|つく}} -to catch fire,(electricity) comes on
#{{l|ja|突く}}, {{l|ja|つく}} -(1) to thrust,to strike,(2) to poke
#{{l|ja|次ぐ}}, {{l|ja|つぐ}} -to rank next to,to come after
#{{l|ja|作る}}, {{l|ja|つくる}} -to make,to create
#{{l|ja|着ける}}, {{l|ja|つける}} -(1) to attach,to join,to add,to append
#{{l|ja|点ける}}, {{l|ja|つける}} -to turn on,to switch on,to light up
#{{l|ja|浸ける}}, {{l|ja|つける}} -to dip in,to soak
#{{l|ja|伝わる}}, {{l|ja|つたわる}} -to be handed down,to be introduced,to be transmitted
#{{l|ja|突っ込む}}, {{l|ja|つっこむ}} -to plunge into,to go into deeply
#{{l|ja|務める}}, {{l|ja|つとめる}} -(1) to serve,to fill a post,to serve under,to work (for)
#{{l|ja|努める}}, {{l|ja|つとめる}} -(1) to serve,to fill a post,to serve under,to work (for)
#{{l|ja|綱}}, {{l|ja|つな}} -rope
#{{l|ja|繋がり}}, {{l|ja|つながり}} -connection,link,relationship
#{{l|ja|繋がる}}, {{l|ja|つながる}} -to be tied together,to be connected to,to be related to
#{{l|ja|繋げる}}, {{l|ja|つなげる}} -to connect
#{{l|ja|粒}}, {{l|ja|つぶ}} -grain
#{{l|ja|潰す}}, {{l|ja|つぶす}} -to smash,to waste
#{{l|ja|潰れる}}, {{l|ja|つぶれる}} -to be smashed,to go bankrupt
#{{l|ja|つまずく}} -to stumble,to trip
#{{l|ja|詰まる}}, {{l|ja|つまる}} -to be blocked,to be packed
#{{l|ja|積む}}, {{l|ja|つむ}} -to pile up,to stack
#{{l|ja|爪}}, {{l|ja|つめ}} -fingernail or toenail,claw,talon,hoof
#{{l|ja|艶}}, {{l|ja|つや}} -gloss,glaze
#{{l|ja|強気}}, {{l|ja|つよき}} -firm,strong
#{{l|ja|釣り合う}}, {{l|ja|つりあう}} -to balance,to be in harmony,to suit
#{{l|ja|吊る}}, {{l|ja|つる}} -to hang
#{{l|ja|吊す}}, {{l|ja|つるす}} -to hang
#{{l|ja|出合い}}, {{l|ja|であい}} -an encounter
#{{l|ja|手洗い}}, {{l|ja|てあらい}} -restroom,lavatory,hand-washing
#{{l|ja|定員}}, {{l|ja|ていいん}} -fixed number of regular personnel,capacity (of boat, etc.)
#{{l|ja|定価}}, {{l|ja|ていか}} -established price
#{{l|ja|低下}}, {{l|ja|ていか}} -fall,decline,lowering,deterioration
#{{l|ja|定期券}}, {{l|ja|ていきけん}} -commuter pass,season ticket
#{{l|ja|定休日}}, {{l|ja|ていきゅうび}} -regular holiday
#{{l|ja|停止}}, {{l|ja|ていし}} -suspension,interruption,stoppage,ban
#{{l|ja|停車}}, {{l|ja|ていしゃ}} -stopping (e.g. train)
#{{l|ja|停電}}, {{l|ja|ていでん}} -failure of electricity
#{{l|ja|出入り}}, {{l|ja|でいり}} -in and out,coming and going,free association,income and expenditure,debits and credit
#{{l|ja|出入口}}, {{l|ja|でいりぐち}} -exit and entrance
#{{l|ja|手入れ}}, {{l|ja|ていれ}} -repairs,maintenance
#{{l|ja|テーマ}} -(n) theme,project,topic (de: Thema)
#{{l|ja|出掛ける}}, {{l|ja|でかける}} -to depart,to set out,to start,to be going out
#{{l|ja|出来上がり}}, {{l|ja|できあがり}} -be finished,ready,made for,cut out
#{{l|ja|出来上がる}}, {{l|ja|できあがる}} -(1) to be finished,to be ready,by definition,(2) to be very drunk
#{{l|ja|的確}}, {{l|ja|てきかく}} -precise,accurate
#{{l|ja|適確}}, {{l|ja|てきかく}} -precise,accurate
#{{l|ja|手首}}, {{l|ja|てくび}} -wrist
#{{l|ja|凸凹}}, {{l|ja|でこぼこ}} -unevenness,roughness,ruggedness
#{{l|ja|手頃}}, {{l|ja|てごろ}} -moderate,handy
#{{l|ja|でたらめ}} -(1) irresponsible utterance,nonsense,nonsensical,(2) random
#{{l|ja|手帳}}, {{l|ja|てちょう}} -notebook
#{{l|ja|鉄橋}}, {{l|ja|てっきょう}} -railway bridge,iron bridge
#{{l|ja|手続き}}, {{l|ja|てつづき}} -procedure,(legal) process,formalities
#{{l|ja|鉄砲}}, {{l|ja|てっぽう}} -gun
#{{l|ja|テニスコート}} -tennis court
#{{l|ja|手拭い}}, {{l|ja|てぬぐい}} -(hand) towel
#{{l|ja|手前}}, {{l|ja|てまえ}} -before,this side,we,you
#{{l|ja|出迎え}}, {{l|ja|でむかえ}} -meeting,reception
#{{l|ja|出迎える}}, {{l|ja|でむかえる}} -to meet,to greet
#{{l|ja|照らす}}, {{l|ja|てらす}} -to shine on,to illuminate
#{{l|ja|照る}}, {{l|ja|てる}} -to shine
#{{l|ja|展開}}, {{l|ja|てんかい}} -develop,expansion (opposite of compression)
#{{l|ja|伝記}}, {{l|ja|でんき}} -biography,life story
#{{l|ja|電球}}, {{l|ja|でんきゅう}} -light bulb
#{{l|ja|点数}}, {{l|ja|てんすう}} -marks,points,score,runs
#{{l|ja|伝染}}, {{l|ja|でんせん}} -contagion
#{{l|ja|電池}}, {{l|ja|でんち}} -battery
#{{l|ja|点々}}, {{l|ja|てんてん}} -here and there,little by little
#{{l|ja|転々}}, {{l|ja|てんてん}} -
#{{l|ja|電柱}}, {{l|ja|でんちゅう}} -telephone pole,telegraph pole,lightpole
#{{l|ja|天皇}}, {{l|ja|てんのう}} -Emperor of Japan
#{{l|ja|電波}}, {{l|ja|でんぱ}} -electro-magnetic wave
#{{l|ja|テンポ}} -tempo
#{{l|ja|電流}}, {{l|ja|でんりゅう}} -electric current
#{{l|ja|電力}}, {{l|ja|でんりょく}} -electric power
#{{l|ja|問い合わせ}}, {{l|ja|といあわせ}} -enquiry,ENQ
#{{l|ja|銅}}, {{l|ja|どう}} -copper
#{{l|ja|統一}}, {{l|ja|とういつ}} -unity,consolidation,uniformity
#{{l|ja|同格}}, {{l|ja|どうかく}} -the same rank,equality,apposition
#{{l|ja|峠}}, {{l|ja|とうげ}} -ridge,(mountain) pass,difficult part
#{{l|ja|統計}}, {{l|ja|とうけい}} -scattering,a scatter,dispersion
#{{l|ja|動作}}, {{l|ja|どうさ}} -action,movements,motions,bearing,behaviour,manners
#{{l|ja|東西}}, {{l|ja|とうざい}} -East and West,whole country
#{{l|ja|当日}}, {{l|ja|とうじつ}} -appointed day,very day
#{{l|ja|投書}}, {{l|ja|とうしょ}} -letter to the editor,letter from a reader,contribution
#{{l|ja|登場}}, {{l|ja|とうじょう}} -entry (on stage)
#{{l|ja|どうせ}} -anyhow,in any case,at any rate
#{{l|ja|どうぞよろしく}} -pleased to meet you
#{{l|ja|灯台}}, {{l|ja|とうだい}} -lighthouse
#{{l|ja|盗難}}, {{l|ja|とうなん}} -theft,robbery
#{{l|ja|当番}}, {{l|ja|とうばん}} -being on duty
#{{l|ja|等分}}, {{l|ja|とうぶん}} -division into equal parts
#{{l|ja|透明}}, {{l|ja|とうめい}} -transparency,cleanness
#{{l|ja|灯油}}, {{l|ja|とうゆ}} -lamp oil,kerosene
#{{l|ja|東洋}}, {{l|ja|とうよう}} -Orient
#{{l|ja|童話}}, {{l|ja|どうわ}} -fairy tale
#{{l|ja|通り掛かる}}, {{l|ja|とおりかかる}} -to happen to pass by
#{{l|ja|溶かす}}, {{l|ja|とかす}} -to melt,to dissolve
#{{l|ja|尖る}}, {{l|ja|とがる}} -to taper to a point,to become sharp,to be sour,to look displeased
#{{l|ja|どきどき}} -throb,beat (fast)
#{{l|ja|溶く}}, {{l|ja|とく}} -to dissolve (paint)
#{{l|ja|退く}}, {{l|ja|どく}} -(1) to retreat,to recede,to withdraw
#{{l|ja|特殊}}, {{l|ja|とくしゅ}} -special,unique
#{{l|ja|特色}}, {{l|ja|とくしょく}} -characteristic,feature
#{{l|ja|特長}}, {{l|ja|とくちょう}} -forte,merit
#{{l|ja|特定}}, {{l|ja|とくてい}} -specific,special,particular
#{{l|ja|特売}}, {{l|ja|とくばい}} -special sale
#{{l|ja|溶け込む}}, {{l|ja|とけこむ}} -to melt into
#{{l|ja|溶ける}}, {{l|ja|とける}} -to melt,to thaw,to fuse,to dissolve
#{{l|ja|退ける}}, {{l|ja|どける}} -to remove,to take away,to dislodge,to put something out of the way
#{{l|ja|床の間}}, {{l|ja|とこのま}} -alcove
#{{l|ja|床屋}}, {{l|ja|とこや}} -barber
#{{l|ja|所々}}, {{l|ja|ところどころ}} -here and there,some parts (of something)
#{{l|ja|都心}}, {{l|ja|としん}} -heart (of city)
#{{l|ja|戸棚}}, {{l|ja|とだな}} -cupboard,locker,closet,wardrobe
#{{l|ja|とっくに}} -long ago,already,a long time ago
#{{l|ja|どっと}} -suddenly
#{{l|ja|整う}}, {{l|ja|ととのう}} -to be prepared,to be in order,to be put in order,to be arranged
#{{l|ja|留まる}}, {{l|ja|とどまる}} -(1) to be fixed,(2) to abide,to stay (in the one place)
#{{l|ja|どなる}} -to shout,to yell
#{{l|ja|飛び込む}}, {{l|ja|とびこむ}} -to jump in,to leap in,to plunge into,to dive
#{{l|ja|跳ぶ}}, {{l|ja|とぶ}} -to jump,to fly,to leap
#{{l|ja|留まる}}, {{l|ja|とまる}} -(1) to be fixed,(2) to abide,to stay (in the one place)
#{{l|ja|泊める}}, {{l|ja|とめる}} -to give shelter to,to lodge
#{{l|ja|ともかく}} -anyhow,anyway,somehow or other,generally speaking,in any case
#{{l|ja|捕える}}, {{l|ja|とらえる}} -to seize,to grasp,to capture,to arrest
#{{l|ja|取り入れる}}, {{l|ja|とりいれる}} -to harvest,to take in,to adopt
#{{l|ja|取り消す}}, {{l|ja|とりけす}} -to cancel
#{{l|ja|取り出す}}, {{l|ja|とりだす}} -to take out,to produce,to pick out
#{{l|ja|採る}}, {{l|ja|とる}} -(1) to adopt (measure, proposal),(2) to pick (fruit)
#{{l|ja|捕る}}, {{l|ja|とる}} -to take,to catch (fish),to capture
#{{l|ja|トレーニング}} -training
#{{l|ja|丼}}, {{l|ja|どんぶり}} -porcelain bowl,bowl of rice with food on top
#{{l|ja|内科}}, {{l|ja|ないか}} -internist clinic,internal medicine
#{{l|ja|内線}}, {{l|ja|ないせん}} -phone extension,indoor wiring,inner line
#{{l|ja|ナイロン}} -nylon
#{{l|ja|治す}}, {{l|ja|なおす}} -to cure,to heal,to fix,to correct,to repair
#{{l|ja|永い}}, {{l|ja|ながい}} -long,lengthy
#{{l|ja|仲直り}}, {{l|ja|なかなおり}} -reconciliation,make peace with
#{{l|ja|長引く}}, {{l|ja|ながびく}} -to be prolonged,to drag on
#{{l|ja|中身}}, {{l|ja|なかみ}} -contents,interior,substance,filling,(sword) blade
#{{l|ja|中味}}, {{l|ja|なかみ}} -contents,interior,substance,filling,(sword) blade
#{{l|ja|中指}}, {{l|ja|なかゆび}} -middle finger
#{{l|ja|仲良し}}, {{l|ja|なかよし}} -intimate friend,bosom buddy,chum
#{{l|ja|慰める}}, {{l|ja|なぐさめる}} -to comfort,to console
#{{l|ja|亡くす}}, {{l|ja|なくす}} -to lose someone, wife, child, etc
#{{l|ja|なぐる}} -to strike,to hit
#{{l|ja|為す}}, {{l|ja|なす}} -to accomplish,to do
#{{l|ja|謎謎}}, {{l|ja|なぞなぞ}} -riddle,puzzle,enigma
#{{l|ja|傾らか}}, {{l|ja|なだらか}} -
#{{l|ja|懐かしい}}, {{l|ja|なつかしい}} -dear,desired,missed
#{{l|ja|撫でる}}, {{l|ja|なでる}} -to brush gently,to stroke
#{{l|ja|斜め}}, {{l|ja|ななめ}} -obliqueness
#{{l|ja|なにしろ}} -at any rate,anyhow,anyway,in any case
#{{l|ja|何々}}, {{l|ja|なになに}} -such and such,What?
#{{l|ja|何分}}, {{l|ja|なにぶん}} -what minute?,how many minutes?
#{{l|ja|生意気}}, {{l|ja|なまいき}} -impertinent,saucy,cheeky,conceit,audacious,brazen
#{{l|ja|並木}}, {{l|ja|なみき}} -roadside tree,row of trees
#{{l|ja|倣う}}, {{l|ja|ならう}} -to imitate,to follow,to emulate
#{{l|ja|鳴らす}}, {{l|ja|ならす}} -to ring,to sound,to chime,to beat,to snort (nose)
#{{l|ja|生る}}, {{l|ja|なる}} -to bear fruit
#{{l|ja|馴れる}}, {{l|ja|なれる}} -to become domesticated,to become tame
#{{l|ja|南極}}, {{l|ja|なんきょく}} -south pole,Antarctic
#{{l|ja|なんとなく}} -somehow or other,for some reason or another
#{{l|ja|なんとも}} -nothing (with neg. verb),quite,not a bit
#{{l|ja|ナンバー}} -number
#{{l|ja|南米}}, {{l|ja|なんべい}} -South America
#{{l|ja|南北}}, {{l|ja|なんぼく}} -south and north
#{{l|ja|煮える}}, {{l|ja|にえる}} -to boil,to cook,to be cooked
#{{l|ja|匂う}}, {{l|ja|におう}} -to be fragrant,to smell,to stink
#{{l|ja|逃がす}}, {{l|ja|にがす}} -to let loose,to set free,to let escape
#{{l|ja|憎い}}, {{l|ja|にくい}} -hateful,abominable,poor-looking,detestable
#{{l|ja|憎む}}, {{l|ja|にくむ}} -to hate,to detest
#{{l|ja|憎らしい}}, {{l|ja|にくらしい}} -odious,hateful
#{{l|ja|にこにこ}} -
#{{l|ja|濁る}}, {{l|ja|にごる}} -to become muddy,to get impure
#{{l|ja|虹}}, {{l|ja|にじ}} -rainbow
#{{l|ja|日時}}, {{l|ja|にちじ}} -date and time
#{{l|ja|日用品}}, {{l|ja|にちようひん}} -daily necessities
#{{l|ja|日課}}, {{l|ja|にっか}} -daily lesson,daily work,daily routine
#{{l|ja|日程}}, {{l|ja|にってい}} -agenda
#{{l|ja|鈍い}}, {{l|ja|にぶい}} -dull (e.g. a knife),thickheaded,slow (opposite of fast),stupid
#{{l|ja|入社}}, {{l|ja|にゅうしゃ}} -entry to a company
#{{l|ja|女房}}, {{l|ja|にょうぼう}} -wife
#{{l|ja|睨む}}, {{l|ja|にらむ}} -to glare at,to scowl at,to keep an eye on
#{{l|ja|煮る}}, {{l|ja|にる}} -to boil,to cook
#{{l|ja|俄}}, {{l|ja|にわか}} -sudden,abrupt,unexpected,improvised,offhand
#{{l|ja|縫う}}, {{l|ja|ぬう}} -to sew
#{{l|ja|濡らす}}, {{l|ja|ぬらす}} -to wet,to soak,to dip
#{{l|ja|ねじ}} -(a) screw
#{{l|ja|捩る}}, {{l|ja|ねじる}} -to twist
#{{l|ja|ネックレス}} -necklace
#{{l|ja|熱する}}, {{l|ja|ねっする}} -to heat
#{{l|ja|寝間着}}, {{l|ja|ねまき}} -sleep-wear,nightclothes,pyjamas,nightgown,nightdress
